user_id,y,x_001,x_002,x_003,x_004,x_005,x_006,x_019,x_020,x_021,x_027,x_033,x_034,x_035,x_036,x_037,x_038,x_041,x_042,x_044,x_045,x_048,x_049,x_052,x_054,x_055,x_056,x_074,x_075,x_077,x_078,x_088,x_089,x_121,x_122,x_124,x_125,x_131,x_132,x_134,x_137,x_142,x_143,x_144,x_149,x_154,x_155,x_157,x_159,x_162,x_188,x_189,x_190,x_196,x_197,x_198
A02061,0,0.0,26.0,0,0,0,0,0,3,1,1,3,2,1,1,0,0,1.0,1.0,1.0,138.0,3.025,1.4375,499.55199999999996,293.43675,1.0,1.0,1.0,1.0,1.0,138.0,3.85,3.8,1.0,1.0,1.0,138.0,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1023.1522500000001,0.0,0.0,0.0,0.0,1.0,1.0,1.0
A02062,0,0.0,28.0,0,0,0,0,0,2,1,1,1,3,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.8293750000001,312.32125,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,0.0,11.0,11.0,989.6409999999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0
A02064,1,0.0,24.0,0,0,0,0,0,2,2,1,2,4,0,0,0,0,6.0,3.0,200.0,3301.01,2.0,1.0,101.0,101.0,6.0,3.0,6.0,3.0,200.0,3301.01,3.85,3.8125,6.0,3.0,200.0,3301.01,0.36,0.0,0.0,0.0,1.0,0.36,1.0,1.0,0.0,4.0,4.0,1022.1621250000002,1.0,2.0,2.0,2.0,6.0,6.0,15.0
A02067,0,0.0,31.0,0,0,0,0,0,4,4,1,3,4,3,1,0,0,19.0,6.0,1.474942702,20531.0,3.0,3.0,800.0,2.610201023,19.0,6.0,15.0,6.0,2.36114385,19651.0,1.0,1.0,15.0,6.0,2.36114385,19651.0,13.0,2.0,3.0,2.0,5.0,6577.01,6.0,0.0,0.0,0.0,0.0,993.0551249999996,2.0,5.0,3.0,7.0,9.0,8.0,17.0
A02070,0,0.0,33.0,0,0,0,0,0,1,1,1,2,2,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.81712500000003,312.39825,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1022.9874999999998,0.0,1.0,1.0,1.0,1.0,1.0,1.0
A02072,0,0.0,39.0,0,0,0,0,0,3,2,2,2,2,3,0,0,0,8.0,4.0,1.717179596,19903.59,3.025,1.4375,499.88975,318.63625,5.0,3.0,5.0,3.0,1.430982997,16706.69,2.0,1.0,5.0,3.0,1.430982997,16706.69,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1660.5522499999995,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02074,0,0.0,24.0,0,0,0,0,0,3,3,1,3,3,3,0,0,0,17.0,6.0,1.101371184,14954.23,1.0,1.0,2325.0,2325.0,17.0,6.0,17.0,6.0,1.101371184,14954.23,3.85,3.825,17.0,6.0,1.101371184,14954.23,2500.0,0.0,0.0,1.0,2.0,17250.0,6.0,2.0,2.0,0.0,0.0,1725.88,3.0,0.0,0.0,0.0,2.0,2.0,2.0
A02076,0,0.0,28.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,500.0168750000001,500.37325,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8125,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1651.886,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02078,0,0.0,34.0,0,0,0,0,0,6,2,1,3,4,3,1,0,0,2.0,2.0,100.0,156.8,2.0,2.0,156.8,0.820076504,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.0,2.0,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,989.9402499999999,1.0,0.0,0.0,0.0,3.0,2.0,3.0
A02086,0,0.0,28.0,1,0,0,0,0,6,5,3,2,5,6,0,0,0,4.0,3.0,2.270082101,1170.0,4.0,3.0,1066.0,1.702024331,2.0,2.0,9.0,4.0,1.8373357,10278.16,1.0,1.0,10.0,4.0,1.837645136,10644.2,3400.0,0.0,0.0,0.0,1.0,3400.0,1.0,1.0,2.0,0.0,0.0,1597.36,3.0,0.0,0.0,0.0,2.0,2.0,3.0
A02087,0,0.0,31.0,0,0,0,0,0,3,1,1,1,2,0,2,0,0,10.0,3.0,1.31929003,4807.7,3.025,1.4375,499.67650000000003,312.25875,10.0,3.0,10.0,3.0,1.31929003,4807.7,3.85,3.8,10.0,3.0,1.31929003,4807.7,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,989.475375,0.0,1.0,1.0,1.0,4.0,4.0,4.0
A02088,0,0.0,27.0,0,0,0,0,0,4,4,2,3,3,5,0,0,0,19.0,4.0,1.353276353,27041.5,3.025,1.4375,499.91499999999985,500.16324999999995,17.0,4.0,19.0,4.0,1.353276353,27041.5,3.85,3.8,11.0,4.0,2.16824691,17491.5,4000.0,1.0,1.0,2.0,4.0,85000.33,6.0,1.0,2.0,0.0,0.0,1985.24,1.0,2.0,2.0,4.0,7.0,7.0,14.0
A02089,1,1.0,24.0,0,0,0,0,0,3,2,1,1,2,3,0,0,0,27.0,6.0,3.241129501,17331.79,3.025,1.4375,500.30174999999997,500.37350000000004,27.0,6.0,26.0,6.0,2.859256875,17297.62,3.85,3.8125,26.0,6.0,2.859256875,17297.62,1900.0,0.0,0.0,3.0,5.0,17490.2,11.0,2.0,2.0,0.0,0.0,2196.32,4.0,2.0,2.0,2.0,9.0,9.0,13.0
A02091,0,0.0,28.0,1,1,0,0,0,5,3,1,2,4,3,1,0,0,7.0,4.0,1.808921815,5408.47,2.0,1.0,2000.0,2000.0,4.0,2.0,4.0,2.0,1.404283777,3358.47,3.85,3.8,4.0,2.0,1.404283777,3358.47,0.21,0.0,0.0,0.0,3.0,6000.21,3.0,1.0,1.0,5.0,5.0,514.5,4.0,0.0,0.0,0.0,9.0,9.0,9.0
A02093,0,0.0,25.0,0,1,0,0,0,3,3,1,3,4,2,0,0,0,14.0,6.0,1.695415954,8744.46,5.0,4.0,1159.92,2.498589838,13.0,6.0,10.0,5.0,2.788984922,8269.46,3.85,3.8,10.0,5.0,2.788984922,8269.46,950.0,1.0,1.0,1.0,1.0,3800.0,4.0,2.0,3.0,0.0,0.0,1558.71,3.0,0.0,0.0,0.0,1.0,1.0,3.0
A02095,0,0.0,28.0,0,0,0,0,0,5,5,1,2,6,4,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.85150000000004,375.00025,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1651.6449999999998,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02098,0,0.0,39.0,1,0,0,0,0,2,5,1,3,2,5,0,0,0,5.0,3.0,1.430982997,2441.0,4.0,2.0,1449.0,1.105283415,4.0,3.0,1.0,1.0,1.0,992.0,3.85,3.8125,1.0,1.0,1.0,992.0,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1659.952625,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02101,0,0.0,39.0,1,0,0,0,0,3,3,2,3,4,2,0,0,0,8.0,3.0,2.289572795,3314.35,7.0,3.0,1857.5,5.163563454,6.0,3.0,6.0,3.0,1.148072141,2408.5,3.0,2.0,6.0,3.0,1.148072141,2408.5,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,989.56575,0.0,2.0,2.0,2.0,10.0,9.0,13.0
A02103,0,1.0,42.0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,2.0,2.0,100.0,500.6,3.025,1.4375,499.78824999999995,287.37425,2.0,2.0,2.0,2.0,100.0,500.6,10.0,4.0,2.0,2.0,100.0,500.6,3494.0,1.0,1.0,2.0,3.0,52569.0,9.0,1.0,4.0,0.0,0.0,22308.0,2.0,0.0,0.0,0.0,5.0,2.0,9.0
A02104,0,0.0,41.0,0,0,0,0,0,5,6,1,2,8,3,0,0,0,29.0,5.0,1.303819592,13384.44,9.0,4.0,371.38,0.816334041,27.0,5.0,23.0,3.0,1.618869329,13056.28,1.0,1.0,23.0,3.0,1.618869329,13056.28,5000.0,0.0,0.0,2.0,2.0,5159.0,2.0,1.0,1.0,0.0,0.0,467.73,1.0,0.0,0.0,0.0,8.0,8.0,9.0
A02112,0,0.0,31.0,0,0,0,0,0,1,1,1,3,2,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.81712500000003,312.32125,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1650.7385,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02113,0,0.0,28.0,0,0,0,0,0,3,2,1,3,3,2,0,0,0,2.0,1.0,2.0,110.0,3.025,1.4375,499.80199999999996,293.43675,2.0,1.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,2000.0,0.0,0.0,0.0,2.0,4000.08,3.0,0.0,0.0,0.0,0.0,990.8288749999999,2.0,0.0,0.0,0.0,4.0,4.0,7.0
A02114,0,1.0,25.0,1,0,0,0,0,5,4,1,2,4,4,1,0,0,28.0,5.0,1.997967775,23669.0,15.0,5.0,9234.0,0.774144302,17.0,4.0,13.0,4.0,1.568871419,13170.03,10.0,3.0,16.0,3.0,3.468777763,16006.0,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1663.9549999999995,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02115,0,0.0,36.0,0,0,0,0,0,5,3,1,2,3,5,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.82699999999994,287.31125000000003,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1022.5600000000001,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A02116,0,0.0,29.0,0,0,0,0,0,4,2,2,2,3,3,0,0,0,13.0,6.0,1.837645136,25737.4,2.0,1.0,6947.0,6947.0,7.0,4.0,7.0,4.0,1.808921815,19167.4,3.0,2.0,7.0,4.0,1.808921815,19167.4,20000.11,3.0,3.0,3.0,3.0,29500.11,7.0,1.0,1.0,0.0,0.0,2575.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A02117,0,0.0,43.0,0,0,0,0,0,8,10,2,2,13,5,0,0,0,51.0,6.0,1.617801376,69577.42,5.0,4.0,2527.26,0.55939897,51.0,6.0,51.0,6.0,1.617801376,69577.42,3.85,3.825,51.0,6.0,1.617801376,69577.42,2000.0,2.0,2.0,4.0,6.0,27760.0,12.0,3.0,6.0,0.0,0.0,13253.87,5.0,1.0,1.0,1.0,8.0,8.0,16.0
A02119,0,0.0,27.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,500.0168750000001,500.37325,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8125,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,1.0,0.0,0.0,138.51,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A02120,0,0.0,46.0,0,0,0,0,0,4,5,2,3,1,7,0,1,0,18.0,6.0,1.924071843,903.88,18.0,6.0,903.88,1.822250528,12.0,5.0,9.0,4.0,1.8373357,10278.16,2.0,1.0,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,1.0,0.0,0.0,652.72,1.0,1.0,1.0,1.0,5.0,5.0,6.0
A02121,0,0.0,26.0,1,0,0,0,0,3,5,1,3,3,5,0,0,0,12.0,5.0,2.653613275,15123.44,6.0,3.0,5503.8,0.731189366,2.0,2.0,7.0,3.0,2.003376195,10117.64,1.0,1.0,7.0,3.0,2.003376195,10117.64,10000.0,0.0,0.0,0.0,1.0,10000.0,1.0,0.0,0.0,0.0,0.0,1252.1978750000003,0.0,0.0,0.0,0.0,4.0,4.0,6.0
A02128,0,0.0,38.0,0,0,0,0,0,4,5,2,3,4,5,0,0,0,4.0,3.0,2.270082101,2237.01,2.0,2.0,1194.0,2.079520928,4.0,3.0,4.0,3.0,2.270082101,1798.73,4.0,3.0,4.0,3.0,2.270082101,1798.73,18000.0,0.0,0.0,1.0,4.0,167500.0,12.0,0.0,0.0,0.0,0.0,1686.6501249999997,2.0,0.0,0.0,0.0,6.0,6.0,9.0
A02133,0,0.0,40.0,0,0,0,0,0,8,4,1,2,10,2,0,0,0,1.0,1.0,1.0,20.0,1.0,1.0,20.0,20.0,9.0,4.0,9.0,4.0,1.8373357,10278.16,2.0,2.0,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1021.7738750000001,0.0,0.0,0.0,0.0,9.0,8.0,11.0
A02136,0,0.0,32.0,0,0,0,0,0,1,2,0,1,3,0,0,0,0,43.0,6.0,1.954876777,51083.75,2.0,2.0,3001.01,0.70758306,41.0,6.0,39.0,6.0,2.102058496,50618.25,1.0,1.0,39.0,6.0,2.102058496,50618.25,0.45,2.0,3.0,4.0,6.0,18580.45,12.0,3.0,4.0,2.0,2.0,5100.0,3.0,3.0,3.0,4.0,9.0,8.0,13.0
A02137,0,0.0,41.0,0,0,0,0,0,3,2,2,1,2,3,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.95225,437.45925000000005,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,989.3682499999998,1.0,0.0,0.0,0.0,2.0,2.0,2.0
A02138,0,0.0,27.0,0,0,0,0,0,4,1,1,0,5,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.81712500000003,312.25875,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8125,10.0,4.0,1.837645136,10644.2,16485.35,0.0,0.0,1.0,2.0,16485.62,2.0,2.0,3.0,1.0,1.0,6544.47,2.0,0.0,0.0,0.0,1.0,1.0,1.0
A02140,0,0.0,44.0,0,0,0,0,0,3,3,1,2,4,2,0,0,0,36.0,6.0,1.576983115,13672.67,35.0,6.0,2326.0,2.110506913,17.0,5.0,11.0,5.0,1.01012497,13334.67,2.0,2.0,11.0,5.0,1.01012497,13334.67,875.0,1.0,1.0,2.0,3.0,8875.0,4.0,0.0,0.0,0.0,0.0,990.5339999999997,1.0,7.0,7.0,10.0,10.0,10.0,18.0
A02142,1,0.0,29.0,0,0,0,0,0,6,8,2,3,4,10,0,0,0,41.0,6.0,2.225478261,50761.21,2.0,1.0,84.0,84.0,41.0,6.0,41.0,6.0,2.225478261,50761.21,1.0,1.0,41.0,6.0,2.225478261,50761.21,1000.0,1.0,1.0,3.0,5.0,9465.01,8.0,1.0,2.0,0.0,0.0,442.97,3.0,3.0,3.0,8.0,13.0,13.0,31.0
A02145,0,1.0,30.0,0,0,0,0,0,6,3,1,2,3,5,1,0,0,11.0,3.0,2.384784712,9127.23,3.025,1.4375,499.83925,312.3235,11.0,3.0,9.0,3.0,2.97029703,7827.23,1.0,1.0,10.0,3.0,2.861965993,8827.23,0.28,1.0,1.0,1.0,2.0,0.37,2.0,0.0,0.0,0.0,0.0,988.9518750000001,0.0,0.0,0.0,0.0,18.0,18.0,28.0
A02147,1,0.0,26.0,1,1,0,0,0,2,2,1,2,4,0,0,0,0,22.0,6.0,3.002855094,23530.55,3.025,1.4375,500.229125,500.38800000000003,19.0,6.0,17.0,6.0,1.635494692,19792.15,3.85,3.8125,17.0,6.0,1.635494692,19792.15,1425.0,1.0,1.0,2.0,2.0,6650.26,7.0,1.0,1.0,1.0,1.0,1545.0,1.0,0.0,0.0,0.0,3.0,3.0,3.0
A02148,0,0.0,37.0,0,0,0,1,0,4,8,2,3,7,5,0,0,0,77.0,6.0,1.605088921,300895.36,3.025,1.4375,500.16499999999996,392.88800000000003,77.0,6.0,21.0,5.0,2.172183385,29745.35,5.0,3.0,75.0,6.0,1.675640905,299466.16,2850.0,1.0,1.0,1.0,2.0,10925.15,5.0,2.0,1.0,6.0,0.0,3090.0,2.0,1.0,1.0,1.0,3.0,3.0,5.0
A02153,1,0.0,24.0,0,0,0,0,0,1,1,1,1,2,0,0,0,0,4.0,4.0,100.0,3810.0,3.025,1.4375,499.9865,500.21075,4.0,4.0,4.0,4.0,100.0,3810.0,3.85,3.8125,4.0,4.0,100.0,3810.0,0.37,0.0,0.0,1.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,989.9477499999997,1.0,1.0,1.0,1.0,2.0,2.0,4.0
A02158,0,0.0,22.0,0,0,0,0,0,2,1,1,1,2,1,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.9418750000001,437.60875,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1659.4769999999996,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02160,1,1.0,33.0,0,0,0,0,0,2,1,2,1,3,0,0,0,0,13.0,5.0,1.923588002,22039.46,3.025,1.4375,499.892375,406.2735,13.0,5.0,13.0,5.0,1.923588002,22039.46,3.85,3.8,13.0,5.0,1.923588002,22039.46,5000.0,1.0,1.0,2.0,2.0,10880.0,2.0,1.0,1.0,0.0,0.0,192.5,1.0,1.0,1.0,1.0,3.0,3.0,3.0
A02161,0,0.0,28.0,0,0,0,0,0,3,4,1,1,4,3,0,0,0,18.0,6.0,1.492537313,17075.8,4.0,3.0,1248.2,1.060081812,15.0,5.0,15.0,5.0,1.273772912,16276.0,2.0,2.0,15.0,5.0,1.273772912,16276.0,2500.0,0.0,0.0,0.0,5.0,12875.24,6.0,1.0,1.0,3.0,3.0,686.4,4.0,6.0,6.0,9.0,14.0,14.0,33.0
A02168,0,0.0,29.0,0,0,0,0,0,6,3,1,1,5,4,0,0,0,24.0,3.0,1.058224233,10802.4,3.025,1.4375,499.85150000000004,312.25675,24.0,3.0,24.0,3.0,1.058224233,10802.4,3.85,3.8,24.0,3.0,1.058224233,10802.4,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,1.0,0.0,0.0,1149.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A02170,0,0.0,27.0,0,0,0,0,0,1,3,1,3,3,1,0,0,0,25.0,5.0,1.709123606,32277.26,2.0,2.0,2780.0,2.233814604,25.0,5.0,25.0,5.0,1.709123606,32277.26,1.0,1.0,25.0,5.0,1.709123606,32277.26,3000.0,1.0,1.0,1.0,3.0,9500.02,4.0,1.0,2.0,0.0,0.0,474.23,1.0,1.0,1.0,1.0,5.0,5.0,7.0
A02171,0,0.0,35.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,13.0,3.0,1.868298405,6041.0,3.025,1.4375,500.00462500000003,500.36100000000005,13.0,3.0,13.0,3.0,1.868298405,6041.0,3.85,3.8125,13.0,3.0,1.868298405,6041.0,3000.0,1.0,1.0,2.0,2.0,6000.0,2.0,1.0,0.0,1.0,1.0,1023.0742500000002,1.0,0.0,0.0,0.0,2.0,2.0,2.0
A02174,0,0.0,35.0,0,0,0,0,0,4,2,1,2,6,0,0,0,0,6.0,4.0,2.553842364,5455.5,3.025,1.4375,499.75175,374.98825,6.0,4.0,4.0,3.0,2.270082101,438.04,4.0,2.0,4.0,3.0,2.270082101,438.04,98.0,0.0,0.0,0.0,1.0,98.0,1.0,0.0,0.0,0.0,0.0,1023.0600000000002,0.0,0.0,0.0,0.0,6.0,5.0,7.0
A02176,0,0.0,30.0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.81712500000003,312.32125,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1022.904875,0.0,0.0,0.0,0.0,1.0,1.0,2.0
A02177,0,1.0,28.0,0,0,0,0,0,2,1,1,2,2,1,0,0,0,11.0,1.0,11.0,45.84,3.025,1.4375,499.7745,287.2905,9.0,4.0,9.0,4.0,1.8373357,10278.16,2.0,1.0,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,1.0,0.0,8.0,8.0,1023.46,2.0,0.0,0.0,0.0,1.0,1.0,3.0
A02178,0,0.0,26.0,0,0,0,0,0,4,3,1,3,6,1,0,0,0,4.0,2.0,200.0,4600.0,3.025,1.4375,499.77625000000006,312.4255,4.0,2.0,4.0,2.0,200.0,4600.0,8.0,3.0,4.0,2.0,200.0,4600.0,1425.0,1.0,2.0,4.0,4.0,4325.45,7.0,2.0,2.0,7.0,7.0,2050.0,3.0,0.0,0.0,0.0,5.0,5.0,9.0
A02179,0,0.0,32.0,0,0,0,0,0,7,6,2,3,5,8,0,0,0,1.0,1.0,1.0,800.0,3.025,1.4375,499.7534999999999,268.736,1.0,1.0,1.0,1.0,1.0,800.0,3.85,3.8,1.0,1.0,1.0,800.0,4000.0,0.0,0.0,1.0,3.0,51000.0,15.0,1.0,4.0,1.0,1.0,12211.2,1.0,0.0,0.0,0.0,1.0,1.0,1.0
A02183,0,0.0,29.0,0,0,0,0,0,5,1,1,1,5,1,0,0,0,7.0,3.0,1.006006834,4150.2,3.025,1.4375,499.66425,312.3215,7.0,3.0,7.0,3.0,1.006006834,4150.2,1.0,1.0,7.0,3.0,1.006006834,4150.2,3000.0,1.0,1.0,2.0,2.0,3000.05,2.0,0.0,0.0,0.0,0.0,1023.1703750000003,0.0,6.0,5.0,7.0,8.0,7.0,17.0
A02185,0,0.0,24.0,0,0,0,0,0,5,5,1,3,5,4,0,1,0,9.0,4.0,1.18236265,11237.78,2.0,2.0,1001.01,0.708536581,9.0,4.0,9.0,4.0,1.18236265,11237.78,3.0,2.0,9.0,4.0,1.18236265,11237.78,0.01,2.0,3.0,3.0,6.0,52490.59,10.0,5.0,4.0,1.0,1.0,3081.75,8.0,2.0,2.0,3.0,13.0,11.0,18.0
A02186,0,1.0,24.0,0,0,0,0,0,5,1,1,1,4,2,0,0,0,3.0,2.0,2.091738691,737.9,2.0,2.0,418.8,1.227762521,2.0,2.0,9.0,4.0,1.8373357,10278.16,2.0,2.0,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1660.123875,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02187,0,0.0,43.0,0,0,0,0,0,3,1,1,2,3,1,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.780375,287.31125000000003,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1652.5294999999999,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02188,1,0.0,23.0,0,0,0,0,0,4,1,1,1,4,0,1,0,0,6.0,3.0,1.148072141,14064.38,3.025,1.4375,499.8012500000001,374.961,6.0,3.0,6.0,3.0,1.148072141,14064.38,6.0,2.0,6.0,3.0,1.148072141,14064.38,2450.0,2.0,2.0,2.0,5.0,15525.31,10.0,1.0,4.0,2.0,2.0,1707.5,3.0,4.0,3.0,5.0,9.0,8.0,11.0
A02190,0,0.0,41.0,0,0,0,0,0,4,3,1,2,4,2,0,0,1,9.0,1.0,9.0,4656.3,3.025,1.4375,500.22725,500.33824999999996,9.0,1.0,9.0,1.0,9.0,4656.3,3.85,3.8125,9.0,1.0,9.0,4656.3,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,989.4296249999998,1.0,0.0,0.0,0.0,0.0,0.0,0.0
A02193,0,0.0,45.0,0,0,0,0,0,4,4,1,2,2,6,0,0,0,6.0,3.0,1.148072141,3898.4,1.0,1.0,212.4,212.4,5.0,2.0,5.0,2.0,1.172981813,3686.0,1.0,1.0,5.0,2.0,1.172981813,3686.0,1820.0,1.0,2.0,3.0,3.0,15100.0,8.0,0.0,0.0,0.0,0.0,1022.5796250000001,0.0,0.0,0.0,0.0,6.0,6.0,7.0
A02194,0,0.0,34.0,1,0,0,0,0,4,4,2,3,7,1,0,0,0,20.0,5.0,1.626353601,79684.87,11.0,4.0,76632.5,0.926974479,16.0,4.0,16.0,4.0,1.626353601,8310.57,3.85,3.8125,16.0,4.0,1.626353601,8310.57,0.43,0.0,0.0,0.0,2.0,20000.43,3.0,1.0,1.0,0.0,0.0,825.06,1.0,0.0,0.0,0.0,2.0,2.0,2.0
A02196,0,0.0,30.0,0,0,0,0,0,4,1,1,1,5,0,0,0,0,24.0,6.0,2.376256371,46673.89,1.0,1.0,184.77,184.77,24.0,6.0,24.0,6.0,2.376256371,46673.89,3.85,3.8,24.0,6.0,2.376256371,46673.89,2000.0,1.0,2.0,3.0,6.0,34694.0,20.0,1.0,3.0,0.0,0.0,1858.75,4.0,3.0,3.0,3.0,11.0,10.0,15.0
A02198,0,0.0,28.0,0,0,0,0,0,2,2,0,3,2,2,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,500.1262500000001,500.37325,9.0,4.0,9.0,4.0,1.8373357,10278.16,3.85,3.8125,10.0,4.0,1.837645136,10644.2,600.0,0.0,0.0,1.0,1.0,7700.01,2.0,1.0,0.0,0.0,0.0,1655.0903749999998,1.0,0.0,0.0,0.0,4.0,4.0,6.0
A02199,1,0.0,27.0,0,1,0,0,0,4,11,1,3,4,11,0,0,0,81.0,6.0,2.236970344,106737.49,12.0,5.0,3168.0,1.516159178,77.0,6.0,77.0,6.0,2.073934081,106563.59,3.85,3.8,77.0,6.0,2.073934081,106563.59,2200.0,0.0,0.0,1.0,1.0,8040.0,4.0,1.0,1.0,0.0,0.0,162.12,2.0,1.0,1.0,1.0,5.0,5.0,8.0
A02202,1,0.0,32.0,0,0,0,0,0,4,1,2,1,3,2,0,0,0,10.0,4.0,1.837645136,9802.0,3.025,1.4375,499.92650000000003,412.42125,9.0,4.0,9.0,4.0,1.8373357,10278.16,1.0,1.0,10.0,4.0,1.837645136,10644.2,0.0,0.0,0.0,0.0,0.0,7700.01,0.0,0.0,0.0,0.0,0.0,1023.4495,0.0,0.0,0.0,0.0,1.0,1.0,2.0
A02203,1,0.0,30.0,1,0,0,1,0,3,6,1,2,4,4,0,1,0,169.0,6.0,2.06951943,95774.14,2.0,2.0,248.0,3.372355418,168.0,6.0,154.0,6.0,1.734541059,67517.42,2.0,2.0,168.0,6.0,2.036296812,95244.14,0.08,0.0,0.0,1.0,2.0,0.18,2.0,1.0,0.0,1.0,1.0,1022.5406250000002,1.0,0.0,0.0,0.0,3.0,3.0,3.0
